borough,year,population,gender,race,like,retweet,reply,post_length,p_type_image,p_type_text,p_type_video,count_Twitter,mean_Q131,mean_Q133,Q131_Q133_avg,count_PAS,total_surveys_borough,proportion_subgroup
Kingston upon Thames,2018,179581,Female,Asian,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,1.3793103448275863,1.6206896551724137,1.5,29,372,0.0779569892473118
Kingston upon Thames,2018,179581,Female,Black,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,1.8333333333333333,2.0,1.9166666666666663,6,372,0.0161290322580645
Kingston upon Thames,2018,179581,Female,White,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,1.5454545454545454,1.7987012987012987,1.672077922077922,154,372,0.4139784946236559
Kingston upon Thames,2018,179581,Male,Asian,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,1.5185185185185186,2.0,1.7592592592592593,27,372,0.0725806451612903
Kingston upon Thames,2018,179581,Male,Black,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,2.0,2.0,2.0,3,372,0.0080645161290322
Kingston upon Thames,2018,179581,Male,White,776.0,722.0,181.0,194.02564102564105,33.0,40.0,5.0,78,1.588235294117647,1.8562091503267972,1.7222222222222223,153,372,0.4112903225806452
Kingston upon Thames,2019,180598,Female,Asian,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.5357142857142858,1.8571428571428568,1.6964285714285716,28,373,0.0750670241286863
Kingston upon Thames,2019,180598,Female,Black,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.5,2.1666666666666665,1.8333333333333333,6,373,0.0160857908847185
Kingston upon Thames,2019,180598,Female,White,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.497005988023952,1.7245508982035929,1.6107784431137726,167,373,0.4477211796246649
Kingston upon Thames,2019,180598,Male,Asian,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.3333333333333333,1.9444444444444444,1.6388888888888888,18,373,0.0482573726541554
Kingston upon Thames,2019,180598,Male,Black,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.0,1.8,1.4,5,373,0.0134048257372654
Kingston upon Thames,2019,180598,Male,White,3246.0,1295.0,261.0,161.87857142857143,100.0,165.0,21.0,286,1.4630872483221478,1.825503355704698,1.6442953020134228,149,373,0.3994638069705093
Kingston upon Thames,2020,182728,Female,Asian,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,1.7857142857142858,1.7857142857142858,1.7857142857142858,14,340,0.0411764705882352
Kingston upon Thames,2020,182728,Female,Black,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,1.6,1.8,1.7000000000000002,5,340,0.0147058823529411
Kingston upon Thames,2020,182728,Female,White,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,1.6838709677419357,1.793548387096774,1.738709677419355,155,340,0.4558823529411764
Kingston upon Thames,2020,182728,Male,Asian,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,1.6,1.68,1.64,25,340,0.0735294117647058
Kingston upon Thames,2020,182728,Male,Black,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,2.0,1.5,1.75,2,340,0.0058823529411764
Kingston upon Thames,2020,182728,Male,White,3297.0,910.0,313.0,189.21518987341773,97.0,248.0,54.0,399,1.60431654676259,1.8201438848920863,1.712230215827338,139,340,0.4088235294117647
Lambeth,2017,331157,Female,Asian,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.6666666666666667,1.9166666666666667,1.7916666666666667,12,280,0.0428571428571428
Lambeth,2017,331157,Female,Black,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.637931034482759,1.9310344827586208,1.7844827586206895,58,280,0.2071428571428571
Lambeth,2017,331157,Female,White,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.355263157894737,1.75,1.5526315789473686,76,280,0.2714285714285714
Lambeth,2017,331157,Male,Asian,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.25,1.875,1.5625,8,280,0.0285714285714285
Lambeth,2017,331157,Male,Black,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.7391304347826086,1.826086956521739,1.7826086956521738,23,280,0.0821428571428571
Lambeth,2017,331157,Male,White,13296.0,8581.0,1709.0,124.640434192673,655.0,766.0,57.0,1478,1.5436893203883495,1.8737864077669903,1.70873786407767,103,280,0.3678571428571429
Lambeth,2018,334724,Female,Asian,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.2105263157894737,1.4210526315789471,1.3157894736842106,19,333,0.057057057057057
Lambeth,2018,334724,Female,Black,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.2592592592592593,1.6666666666666667,1.462962962962963,54,333,0.1621621621621621
Lambeth,2018,334724,Female,White,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.4655172413793105,1.7672413793103448,1.6163793103448274,116,333,0.3483483483483483
Lambeth,2018,334724,Male,Asian,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.0,2.5,1.75,6,333,0.018018018018018
Lambeth,2018,334724,Male,Black,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.3428571428571427,1.7714285714285714,1.557142857142857,35,333,0.1051051051051051
Lambeth,2018,334724,Male,White,7298.0,5641.0,734.0,186.35730337078647,312.0,127.0,7.0,446,1.3689320388349515,1.7184466019417477,1.5436893203883495,103,333,0.3093093093093093
Lambeth,2019,338028,Female,Asian,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.625,1.625,1.625,8,322,0.0248447204968944
Lambeth,2019,338028,Female,Black,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.3095238095238095,1.7857142857142858,1.5476190476190477,42,322,0.1304347826086956
Lambeth,2019,338028,Female,White,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.3177570093457944,1.6261682242990654,1.47196261682243,107,322,0.3322981366459627
Lambeth,2019,338028,Male,Asian,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.375,1.8125,1.59375,16,322,0.0496894409937888
Lambeth,2019,338028,Male,Black,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.2972972972972974,1.5945945945945943,1.445945945945946,37,322,0.1149068322981366
Lambeth,2019,338028,Male,White,3337.0,2639.0,335.0,216.8217054263566,159.0,96.0,9.0,264,1.4196428571428572,1.7232142857142858,1.5714285714285716,112,322,0.3478260869565217
Lambeth,2020,340324,Female,Asian,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.2,1.8,1.5,5,332,0.0150602409638554
Lambeth,2020,340324,Female,Black,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.3454545454545457,1.690909090909091,1.518181818181818,55,332,0.1656626506024096
Lambeth,2020,340324,Female,White,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.3305785123966942,1.5537190082644627,1.4421487603305785,121,332,0.3644578313253012
Lambeth,2020,340324,Male,Asian,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.75,2.125,1.9375,8,332,0.0240963855421686
Lambeth,2020,340324,Male,Black,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.394736842105263,1.605263157894737,1.5,38,332,0.1144578313253012
Lambeth,2020,340324,Male,White,11536.0,4732.0,1329.0,191.7558139534884,154.0,348.0,16.0,518,1.4285714285714286,1.6,1.5142857142857142,105,332,0.3162650602409638
Lewisham,2017,306380,Female,Asian,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.5454545454545454,1.5454545454545454,1.5454545454545454,11,289,0.0380622837370242
Lewisham,2017,306380,Female,Black,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.4545454545454546,1.7045454545454546,1.5795454545454546,44,289,0.1522491349480969
Lewisham,2017,306380,Female,White,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.4761904761904765,1.7904761904761906,1.6333333333333333,105,289,0.3633217993079585
Lewisham,2017,306380,Male,Asian,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.5,2.0,1.75,12,289,0.0415224913494809
Lewisham,2017,306380,Male,Black,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.5925925925925926,1.851851851851852,1.7222222222222223,27,289,0.0934256055363321
Lewisham,2017,306380,Male,White,10422.0,6274.0,1099.0,106.8201871657754,603.0,880.0,23.0,1506,1.488888888888889,1.8666666666666667,1.6777777777777778,90,289,0.3114186851211072
Lewisham,2018,310324,Female,Asian,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.0714285714285714,1.6428571428571428,1.3571428571428572,14,348,0.0402298850574712
Lewisham,2018,310324,Female,Black,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.2666666666666666,1.9111111111111112,1.588888888888889,45,348,0.1293103448275862
Lewisham,2018,310324,Female,White,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.3257575757575757,1.6666666666666667,1.496212121212121,132,348,0.3793103448275862
Lewisham,2018,310324,Male,Asian,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.3333333333333333,1.5555555555555556,1.4444444444444444,9,348,0.0258620689655172
Lewisham,2018,310324,Male,Black,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.2972972972972974,1.7837837837837838,1.5405405405405406,37,348,0.1063218390804597
Lewisham,2018,310324,Male,White,11813.0,5152.0,1145.0,167.68027210884352,158.0,275.0,10.0,443,1.423423423423423,1.7657657657657655,1.5945945945945943,111,348,0.3189655172413793
Lewisham,2019,314027,Female,Asian,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.4545454545454546,1.9090909090909087,1.681818181818182,11,302,0.0364238410596026
Lewisham,2019,314027,Female,Black,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.2439024390243902,1.7073170731707317,1.475609756097561,41,302,0.1357615894039735
Lewisham,2019,314027,Female,White,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.3428571428571427,1.761904761904762,1.5523809523809522,105,302,0.347682119205298
Lewisham,2019,314027,Male,Asian,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.1764705882352942,1.7058823529411764,1.4411764705882353,17,302,0.0562913907284768
Lewisham,2019,314027,Male,Black,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.3461538461538465,1.6923076923076923,1.5192307692307692,26,302,0.086092715231788
Lewisham,2019,314027,Male,White,2308.0,1129.0,314.0,206.75,40.0,61.0,4.0,105,1.431372549019608,1.803921568627451,1.6176470588235294,102,302,0.3377483443708609
Lewisham,2020,317465,Female,Asian,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.3636363636363635,1.7272727272727273,1.5454545454545454,11,320,0.034375
Lewisham,2020,317465,Female,Black,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.2264150943396226,1.5660377358490567,1.3962264150943398,53,320,0.165625
Lewisham,2020,317465,Female,White,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.4065040650406504,1.6504065040650406,1.5284552845528454,123,320,0.384375
Lewisham,2020,317465,Male,Asian,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.1333333333333333,1.9333333333333331,1.5333333333333332,15,320,0.046875
Lewisham,2020,317465,Male,Black,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.4516129032258065,1.5483870967741935,1.5,31,320,0.096875
Lewisham,2020,317465,Male,White,4099.0,1856.0,306.0,194.24137931034485,120.0,135.0,41.0,296,1.4482758620689655,1.7586206896551724,1.603448275862069,87,320,0.271875
Merton,2017,208225,Female,Asian,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.6666666666666667,1.8571428571428568,1.761904761904762,21,308,0.0681818181818181
Merton,2017,208225,Female,Black,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.8235294117647056,1.8823529411764703,1.8529411764705883,17,308,0.0551948051948051
Merton,2017,208225,Female,White,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.5298507462686568,1.8656716417910448,1.6977611940298507,134,308,0.435064935064935
Merton,2017,208225,Male,Asian,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.7692307692307692,1.9615384615384612,1.8653846153846156,26,308,0.0844155844155844
Merton,2017,208225,Male,Black,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.6,2.0,1.8,10,308,0.0324675324675324
Merton,2017,208225,Male,White,4574.0,2335.0,438.0,104.46796657381616,319.0,372.0,46.0,737,1.57,1.96,1.765,100,308,0.3246753246753247
Merton,2018,209421,Female,Asian,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.65,1.875,1.7625,40,357,0.1120448179271708
Merton,2018,209421,Female,Black,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.5,1.7857142857142858,1.6428571428571428,14,357,0.0392156862745098
Merton,2018,209421,Female,White,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.5583333333333331,1.9083333333333332,1.7333333333333334,120,357,0.3361344537815126
Merton,2018,209421,Male,Asian,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.6176470588235294,2.0,1.8088235294117647,34,357,0.0952380952380952
Merton,2018,209421,Male,Black,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.681818181818182,1.7727272727272727,1.7272727272727273,22,357,0.0616246498599439
Merton,2018,209421,Male,White,2600.0,1157.0,282.0,159.4689265536723,128.0,203.0,25.0,356,1.5354330708661417,1.858267716535433,1.6968503937007875,127,357,0.3557422969187675
Merton,2019,210452,Female,Asian,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.6206896551724137,1.7241379310344829,1.6724137931034482,29,374,0.0775401069518716
Merton,2019,210452,Female,Black,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.5172413793103448,1.9310344827586208,1.7241379310344829,29,374,0.0775401069518716
Merton,2019,210452,Female,White,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.3557046979865772,1.7718120805369129,1.563758389261745,149,374,0.3983957219251337
Merton,2019,210452,Male,Asian,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.6176470588235294,1.7941176470588236,1.7058823529411766,34,374,0.0909090909090909
Merton,2019,210452,Male,Black,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.75,2.0,1.875,12,374,0.0320855614973262
Merton,2019,210452,Male,White,2523.0,1039.0,168.0,202.51821862348177,119.0,106.0,22.0,247,1.421487603305785,1.8677685950413223,1.6446280991735538,121,374,0.3235294117647059
Merton,2020,212658,Female,Asian,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.65,1.85,1.75,20,337,0.059347181008902
Merton,2020,212658,Female,Black,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.35,1.6,1.475,20,337,0.059347181008902
Merton,2020,212658,Female,White,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.640287769784173,1.7553956834532374,1.6978417266187051,139,337,0.4124629080118694
Merton,2020,212658,Male,Asian,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.59375,1.6875,1.640625,32,337,0.0949554896142433
Merton,2020,212658,Male,Black,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.6,1.8,1.7000000000000002,10,337,0.029673590504451
Merton,2020,212658,Male,White,1992.0,923.0,248.0,188.7586956521739,185.0,210.0,67.0,462,1.4827586206896552,1.7413793103448276,1.6120689655172415,116,337,0.344213649851632
Newham,2017,347448,Female,Asian,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.290909090909091,1.6363636363636365,1.4636363636363638,55,295,0.1864406779661017
Newham,2017,347448,Female,Black,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.4285714285714286,1.6,1.5142857142857142,35,295,0.1186440677966101
Newham,2017,347448,Female,White,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.3783783783783785,1.662162162162162,1.5202702702702702,74,295,0.2508474576271186
Newham,2017,347448,Male,Asian,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.3461538461538465,1.8269230769230769,1.5865384615384617,52,295,0.1762711864406779
Newham,2017,347448,Male,Black,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.5909090909090908,1.7727272727272727,1.6818181818181817,22,295,0.0745762711864406
Newham,2017,347448,Male,White,4748.0,3962.0,471.0,118.47038327526133,269.0,300.0,7.0,576,1.4210526315789471,1.6666666666666667,1.543859649122807,57,295,0.1932203389830508
Newham,2018,353245,Female,Asian,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.553846153846154,1.7692307692307692,1.6615384615384614,65,350,0.1857142857142857
Newham,2018,353245,Female,Black,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.3863636363636365,1.818181818181818,1.6022727272727273,44,350,0.1257142857142857
Newham,2018,353245,Female,White,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.441860465116279,1.802325581395349,1.622093023255814,86,350,0.2457142857142857
Newham,2018,353245,Male,Asian,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.5576923076923077,1.8269230769230769,1.6923076923076923,52,350,0.1485714285714285
Newham,2018,353245,Male,Black,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.4230769230769231,1.8846153846153848,1.6538461538461535,26,350,0.0742857142857142
Newham,2018,353245,Male,White,9359.0,3955.0,1082.0,164.6012396694215,401.0,555.0,20.0,976,1.3896103896103895,1.818181818181818,1.603896103896104,77,350,0.22
Newham,2019,359470,Female,Asian,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.3015873015873016,1.7936507936507935,1.5476190476190477,63,342,0.1842105263157894
Newham,2019,359470,Female,Black,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.46875,1.625,1.546875,32,342,0.0935672514619883
Newham,2019,359470,Female,White,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.3896103896103895,1.7662337662337662,1.5779220779220775,77,342,0.2251461988304093
Newham,2019,359470,Male,Asian,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.5,1.7903225806451613,1.6451612903225803,62,342,0.1812865497076023
Newham,2019,359470,Male,Black,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.4736842105263157,1.6842105263157894,1.5789473684210529,19,342,0.0555555555555555
Newham,2019,359470,Male,White,4117.0,1800.0,599.0,178.67558528428094,181.0,112.0,11.0,304,1.3932584269662922,1.651685393258427,1.5224719101123596,89,342,0.260233918128655
Newham,2020,363552,Female,Asian,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.46875,1.703125,1.5859375,64,329,0.1945288753799392
Newham,2020,363552,Female,Black,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.3333333333333333,1.5128205128205128,1.423076923076923,39,329,0.1185410334346504
Newham,2020,363552,Female,White,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.3734939759036144,1.6265060240963856,1.5,83,329,0.2522796352583586
Newham,2020,363552,Male,Asian,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.5,1.75,1.625,56,329,0.1702127659574468
Newham,2020,363552,Male,Black,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.375,1.75,1.5625,24,329,0.0729483282674772
Newham,2020,363552,Male,White,4507.0,1372.0,572.0,182.27892561983472,188.0,233.0,73.0,494,1.5555555555555556,1.873015873015873,1.7142857142857144,63,329,0.1914893617021276
Redbridge,2017,303887,Female,Asian,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.5714285714285714,1.8142857142857145,1.6928571428571428,70,320,0.21875
Redbridge,2017,303887,Female,Black,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.6923076923076923,1.8461538461538465,1.7692307692307692,13,320,0.040625
Redbridge,2017,303887,Female,White,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.4891304347826086,1.7717391304347827,1.6304347826086958,92,320,0.2875
Redbridge,2017,303887,Male,Asian,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.6451612903225807,1.8870967741935485,1.7661290322580645,62,320,0.19375
Redbridge,2017,303887,Male,Black,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.4,1.8666666666666667,1.6333333333333333,15,320,0.046875
Redbridge,2017,303887,Male,White,2039.0,1578.0,136.0,111.25690607734806,266.0,97.0,7.0,370,1.7205882352941178,1.9411764705882355,1.8308823529411768,68,320,0.2125
Redbridge,2018,305910,Female,Asian,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.4225352112676055,1.647887323943662,1.535211267605634,71,367,0.1934604904632152
Redbridge,2018,305910,Female,Black,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.5555555555555556,1.7222222222222223,1.6388888888888888,18,367,0.0490463215258855
Redbridge,2018,305910,Female,White,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.4285714285714286,1.6263736263736264,1.5274725274725274,91,367,0.2479564032697547
Redbridge,2018,305910,Male,Asian,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.3176470588235294,1.588235294117647,1.4529411764705882,85,367,0.2316076294277929
Redbridge,2018,305910,Male,Black,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.6666666666666667,2.2222222222222223,1.9444444444444449,9,367,0.0245231607629427
Redbridge,2018,305910,Male,White,1608.0,3823.0,122.0,150.16267942583733,172.0,56.0,9.0,237,1.5161290322580645,1.7204301075268815,1.618279569892473,93,367,0.2534059945504087
Redbridge,2019,307690,Female,Asian,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.3896103896103895,1.6493506493506491,1.5194805194805194,77,371,0.2075471698113207
Redbridge,2019,307690,Female,Black,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.1578947368421053,1.631578947368421,1.3947368421052633,19,371,0.0512129380053908
Redbridge,2019,307690,Female,White,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.4077669902912622,1.7378640776699028,1.5728155339805825,103,371,0.2776280323450135
Redbridge,2019,307690,Male,Asian,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.5151515151515151,1.696969696969697,1.606060606060606,66,371,0.1778975741239892
Redbridge,2019,307690,Male,Black,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.5,1.75,1.625,12,371,0.0323450134770889
Redbridge,2019,307690,Male,White,1288.0,701.0,87.0,162.12735849056602,138.0,54.0,27.0,219,1.4787234042553192,1.7872340425531914,1.6329787234042552,94,371,0.2533692722371967
Redbridge,2020,312264,Female,Asian,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.3725490196078431,1.5294117647058822,1.4509803921568627,51,344,0.1482558139534883
Redbridge,2020,312264,Female,Black,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.36,1.64,1.5,25,344,0.0726744186046511
Redbridge,2020,312264,Female,White,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.3888888888888888,1.5555555555555556,1.4722222222222223,108,344,0.313953488372093
Redbridge,2020,312264,Male,Asian,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.5454545454545454,1.6515151515151516,1.5984848484848486,66,344,0.191860465116279
Redbridge,2020,312264,Male,Black,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.9411764705882355,1.9411764705882355,1.9411764705882355,17,344,0.0494186046511627
Redbridge,2020,312264,Male,White,2905.0,1715.0,360.0,132.57629427792915,429.0,240.0,106.0,775,1.5454545454545454,1.7142857142857142,1.6298701298701297,77,344,0.2238372093023256
Richmond upon Thames,2017,197988,Female,Asian,3408.0,2155.0,447.0,108.66974169741698,218.0,316.0,9.0,543,1.5333333333333334,1.7333333333333334,1.6333333333333333,15,315,0.0476190476190476
Richmond upon Thames,2017,197988,Female,White,3408.0,2155.0,447.0,108.66974169741698,218.0,316.0,9.0,543,1.4838709677419355,1.8064516129032255,1.6451612903225803,155,315,0.492063492063492
Richmond upon Thames,2017,197988,Male,Asian,3408.0,2155.0,447.0,108.66974169741698,218.0,316.0,9.0,543,1.5,1.6666666666666667,1.5833333333333337,6,315,0.019047619047619
Richmond upon Thames,2017,197988,Male,Black,3408.0,2155.0,447.0,108.66974169741698,218.0,316.0,9.0,543,1.5,1.5,1.5,2,315,0.0063492063492063
Richmond upon Thames,2017,197988,Male,White,3408.0,2155.0,447.0,108.66974169741698,218.0,316.0,9.0,543,1.510948905109489,1.905109489051095,1.708029197080292,137,315,0.4349206349206349
Richmond upon Thames,2018,199419,Female,Asian,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,1.5555555555555556,1.6666666666666667,1.6111111111111112,9,377,0.0238726790450928
Richmond upon Thames,2018,199419,Female,Black,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,1.0,1.5,1.25,2,377,0.0053050397877984
Richmond upon Thames,2018,199419,Female,White,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,1.4494949494949494,1.808080808080808,1.628787878787879,198,377,0.5251989389920424
Richmond upon Thames,2018,199419,Male,Asian,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,1.6666666666666667,1.9166666666666667,1.7916666666666667,12,377,0.0318302387267904
Richmond upon Thames,2018,199419,Male,Black,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,3.0,2.0,2.5,1,377,0.0026525198938992
Richmond upon Thames,2018,199419,Male,White,1371.0,926.0,192.0,142.61216730038024,89.0,160.0,14.0,263,1.4838709677419355,1.8774193548387097,1.6806451612903226,155,377,0.4111405835543766
Richmond upon Thames,2019,200703,Female,Asian,1504.0,1003.0,101.0,203.32258064516128,89.0,51.0,16.0,156,1.1764705882352942,1.588235294117647,1.3823529411764706,17,385,0.0441558441558441
Richmond upon Thames,2019,200703,Female,Black,1504.0,1003.0,101.0,203.32258064516128,89.0,51.0,16.0,156,1.5,1.5,1.5,4,385,0.0103896103896103
Richmond upon Thames,2019,200703,Female,White,1504.0,1003.0,101.0,203.32258064516128,89.0,51.0,16.0,156,1.375,1.734375,1.5546875,192,385,0.4987012987012987
Richmond upon Thames,2019,200703,Male,Asian,1504.0,1003.0,101.0,203.32258064516128,89.0,51.0,16.0,156,1.4444444444444444,1.5555555555555556,1.5,9,385,0.0233766233766233
Richmond upon Thames,2019,200703,Male,Black,1504.0,1003.0,101.0,203.32258064516128,89.0,51.0,16.0,156,1.3333333333333333,2.0,1.6666666666666663,3,385,0.0077922077922077
